2026/05/28 21:39:17 [recon] runtime_config detected_cores=12 free_ram_gb=3.26 computed_workers=36 max_workers=36 env_override_used=false gomaxprocs=12
2026/05/28 21:39:17 [recon] starting server on :8080
2026/05/28 23:52:56 [scan] streamed subdomain: partner-trunk1.umatilla.voice-edge.twilio.com (alive=false)
2026/05/28 23:52:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:57 [scan] streamed subdomain: 56a2e3f7c0f85fdf68fe404035627a3fe1a472de.console.dev.twilio.com (alive=false)
2026/05/28 23:52:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:57 [scan] streamed subdomain: cbde2b6888744c768bb7a131d04aef60a36f6a51.console.dev.twilio.com (alive=false)
2026/05/28 23:52:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:57 [scan] streamed subdomain: dashboard.ap-northeast-1.waas.corp.twilio.com (alive=true)
2026/05/28 23:52:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:57 [scan] streamed subdomain: roaming.au1.twilio.com (alive=false)
2026/05/28 23:52:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:57 [scan] streamed subdomain: one-console-internal.sao-paulo.ie1.twilio.com (alive=false)
2026/05/28 23:52:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:57 [scan] streamed subdomain: roaming.voice-js-gll.twilio.com (alive=true)
2026/05/28 23:52:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:57 [scan] streamed subdomain: sip.twilio.com (alive=false)
2026/05/28 23:52:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:57 [scan] streamed subdomain: console.stage.twilio.com (alive=true)
2026/05/28 23:52:58 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:58 [scan] streamed subdomain: artifactory-web.corp.twilio.com (alive=false)
2026/05/28 23:52:58 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:58 [scan] streamed subdomain: dashboard.us-east-2.waas.corp.twilio.com (alive=true)
2026/05/28 23:52:58 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:58 [scan] streamed subdomain: dp-elasticsearch-airflow.stage-us1.twilio.com (alive=false)
2026/05/28 23:52:58 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:58 [scan] streamed subdomain: nagios.stage-us1.twilio.com (alive=false)
2026/05/28 23:52:59 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:59 [scan] streamed subdomain: gateway1-global-company.corp.twilio.com (alive=true)
2026/05/28 23:52:59 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:59 [scan] streamed subdomain: umatilla.voice-js-gll.stage.twilio.com (alive=true)
2026/05/28 23:52:59 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:59 [scan] streamed subdomain: corp-us1.twilio.com (alive=false)
2026/05/28 23:52:59 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:52:59 [scan] streamed subdomain: ux.prod.twilio.com (alive=false)
2026/05/28 23:53:01 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:01 [scan] streamed subdomain: chunderm.dev-us1.gll.dev.twilio.com (alive=false)
2026/05/28 23:53:01 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:01 [scan] streamed subdomain: sydney-ix.au1.twilio.com (alive=false)
2026/05/28 23:53:03 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:03 [scan] streamed subdomain: nagios.us1.twilio.com (alive=false)
2026/05/28 23:53:05 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:05 [scan] streamed subdomain: public-sip3.ashburn.twilio.com (alive=false)
2026/05/28 23:53:05 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:05 [scan] streamed subdomain: prod-euw1-sg-shared-vpce.ad.corp.twilio.com (alive=false)
2026/05/28 23:53:06 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:06 [scan] streamed subdomain: er-cell0.edge.stage.twilio.com (alive=true)
2026/05/28 23:53:07 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:07 [scan] streamed subdomain: nagios.sg1.twilio.com (alive=false)
2026/05/28 23:53:09 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:09 [scan] streamed subdomain: serverless-mock-service.dev-us1.twilio.com (alive=false)
2026/05/28 23:53:10 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:10 [scan] streamed subdomain: prod-euw1-sg-k8s.ad.corp.twilio.com (alive=false)
2026/05/28 23:53:11 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:11 [scan] streamed subdomain: peoplegpt.dev.twilio.com (alive=true)
2026/05/28 23:53:11 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:11 [scan] streamed subdomain: appsmith.daxp.prod.twilio.com (alive=false)
2026/05/28 23:53:11 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:11 [scan] streamed subdomain: 74a3626b9d23fbdb80765df97adf38f355097d91.console.dev.twilio.com (alive=false)
2026/05/28 23:53:12 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:12 [scan] streamed subdomain: auswc08.teams.twilio.com (alive=false)
2026/05/28 23:53:13 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:13 [scan] streamed subdomain: bpm.twilio.com (alive=false)
2026/05/28 23:53:13 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:13 [scan] streamed subdomain: ux.twilio.com (alive=true)
2026/05/28 23:53:14 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:14 [scan] streamed subdomain: odin-athena.dev.twilio.com (alive=false)
2026/05/28 23:53:14 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:14 [scan] streamed subdomain: 53e07155164e17d2e2c226c3a2fc4ef0a8a2f468.console.dev.twilio.com (alive=false)
2026/05/28 23:53:14 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:14 [scan] streamed subdomain: aeuwf02.teams.twilio.com (alive=false)
2026/05/28 23:53:14 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:14 [scan] streamed subdomain: pamatillion.prod.twilio.com (alive=false)
2026/05/28 23:53:14 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:14 [scan] streamed subdomain: bb60fad857c59c5952371549856a7b9ca8026cea.console.dev.twilio.com (alive=false)
2026/05/28 23:53:14 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:14 [scan] streamed subdomain: voice6.dev-us1.eak.twilio.com (alive=false)
2026/05/28 23:53:14 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:14 [scan] streamed subdomain: abhijay-kibana.dev-us1.eak.twilio.com (alive=false)
2026/05/28 23:53:15 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:15 [scan] streamed subdomain: receptionist-bot.dev.twilio.com (alive=false)
2026/05/28 23:53:15 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:15 [scan] streamed subdomain: nagios.stage-au1.twilio.com (alive=false)
2026/05/28 23:53:15 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:15 [scan] streamed subdomain: appsmith.internal.twilio.com (alive=false)
2026/05/28 23:53:16 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:16 [scan] streamed subdomain: event-bridge.stage-us2.twilio.com (alive=false)
2026/05/28 23:53:16 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:16 [scan] streamed subdomain: platform-slackapp.corp.twilio.com (alive=false)
2026/05/28 23:53:16 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:16 [scan] streamed subdomain: 4a1d6e353b682ad8374e3c02acbea8c485e0543c.console.dev.twilio.com (alive=false)
2026/05/28 23:53:16 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:16 [scan] streamed subdomain: csc.corp.twilio.com (alive=false)
2026/05/28 23:53:16 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:16 [scan] streamed subdomain: voice-js.sydney-ix.twilio.com (alive=false)
2026/05/28 23:53:16 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:16 [scan] streamed subdomain: previews-web-console.ewh.dev.twilio.com (alive=false)
2026/05/28 23:53:16 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:16 [scan] streamed subdomain: partner-trunk0.ashburn.voice-edge.twilio.com (alive=false)
2026/05/28 23:53:16 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:16 [scan] streamed subdomain: sdp.dev.twilio.com (alive=false)
2026/05/28 23:53:17 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:17 [scan] streamed subdomain: a6f34503e255d58551c0ed4b4211606517e844de.console.dev.twilio.com (alive=false)
2026/05/28 23:53:17 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:17 [scan] streamed subdomain: umatilla.stage-in1.twilio.com (alive=false)
2026/05/28 23:53:17 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:17 [scan] streamed subdomain: voice-js.frankfurt-ix.twilio.com (alive=false)
2026/05/28 23:53:17 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:17 [scan] streamed subdomain: primary.docs.dev.twilio.com (alive=true)
2026/05/28 23:53:17 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:17 [scan] streamed subdomain: handler.stage.twilio.com (alive=true)
2026/05/28 23:53:18 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:18 [scan] streamed subdomain: eventgw.ie1.twilio.com (alive=true)
2026/05/28 23:53:18 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:18 [scan] streamed subdomain: ams-tsm.corp.twilio.com (alive=false)
2026/05/28 23:53:18 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:18 [scan] streamed subdomain: data-platform.us1.eak.twilio.com (alive=false)
2026/05/28 23:53:18 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:18 [scan] streamed subdomain: previews-twilioworld-marketing.ewh.dev.twilio.com (alive=false)
2026/05/28 23:53:18 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:18 [scan] streamed subdomain: sydney.voice-js-gll.stage.twilio.com (alive=true)
2026/05/28 23:53:19 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:19 [scan] streamed subdomain: vpc.privateai.vintel.stage.twilio.com (alive=true)
2026/05/28 23:53:19 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:19 [scan] streamed subdomain: testname.twilio.com (alive=true)
2026/05/28 23:53:19 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:19 [scan] streamed subdomain: serverless.spire.stage-jp2.twilio.com (alive=false)
2026/05/28 23:53:19 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:19 [scan] streamed subdomain: previews-shadow-one-console.ewh.dev.twilio.com (alive=false)
2026/05/28 23:53:20 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:20 [scan] streamed subdomain: docs-content-cache.stage.twilio.com (alive=true)
2026/05/28 23:53:20 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:20 [scan] streamed subdomain: voice-js.ashburn.twilio.com (alive=true)
2026/05/28 23:53:20 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:20 [scan] streamed subdomain: assets.cdn.stage.twilio.com (alive=true)
2026/05/28 23:53:20 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:20 [scan] streamed subdomain: pstn.us1-ix.twilio.com (alive=false)
2026/05/28 23:53:21 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:21 [scan] streamed subdomain: ien-super-gw-us1.api-lb.twilio.com (alive=true)
2026/05/28 23:53:22 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:22 [scan] streamed subdomain: sonarqube.dev.twilio.com (alive=false)
2026/05/28 23:53:23 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:23 [scan] streamed subdomain: iqs-use1.iga-dev.corp.twilio.com (alive=false)
2026/05/28 23:53:24 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:24 [scan] streamed subdomain: boxconfig.stage-au1.twilio.com (alive=false)
2026/05/28 23:53:24 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:24 [scan] streamed subdomain: region-builder.internal-pages.twilio.com (alive=true)
2026/05/28 23:53:24 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:24 [scan] streamed subdomain: public-sip2.frankfurt-ix.twilio.com (alive=false)
2026/05/28 23:53:24 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:24 [scan] streamed subdomain: turn.stage.twilio.com (alive=false)
2026/05/28 23:53:24 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:24 [scan] streamed subdomain: registry.twilio.com (alive=false)
2026/05/28 23:53:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:25 [scan] streamed subdomain: chunderm.stage-us1.twilio.com (alive=false)
2026/05/28 23:53:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:25 [scan] streamed subdomain: stage.twilio.com (alive=false)
2026/05/28 23:53:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:25 [scan] streamed subdomain: auto-rollback-alert.dev.twilio.com (alive=false)
2026/05/28 23:53:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:25 [scan] streamed subdomain: data-science.dev-us1.eak.twilio.com (alive=false)
2026/05/28 23:53:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:25 [scan] streamed subdomain: snm-emr-gateway.sni.stage-us2.twilio.com (alive=false)
2026/05/28 23:53:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:25 [scan] streamed subdomain: ie1-ix.us2.twilio.com (alive=false)
2026/05/28 23:53:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:25 [scan] streamed subdomain: pstn.ashburn-ix.twilio.com (alive=false)
2026/05/28 23:53:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:25 [scan] streamed subdomain: kontxt-api.stage-us1.twilio.com (alive=false)
2026/05/28 23:53:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:25 [scan] streamed subdomain: d9ede98465198e8f017f8fe376272ad9bfb6b670.console.dev.twilio.com (alive=false)
2026/05/28 23:53:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:25 [scan] streamed subdomain: voice-js.tokyo.twilio.com (alive=true)
2026/05/28 23:53:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:25 [scan] streamed subdomain: 6449696a498699ea97526531a3bf153cedc2c194.console.dev.twilio.com (alive=false)
2026/05/28 23:53:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:25 [scan] streamed subdomain: prod-sae1-sg-vpce.ad.corp.twilio.com (alive=false)
2026/05/28 23:53:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:25 [scan] streamed subdomain: build.corp-us1.twilio.com (alive=false)
2026/05/28 23:53:26 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:26 [scan] streamed subdomain: public-sip2.singapore-ix.twilio.com (alive=false)
2026/05/28 23:53:26 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:26 [scan] streamed subdomain: stage.stagging.frontline.stage.twilio.com (alive=true)
2026/05/28 23:53:26 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:26 [scan] streamed subdomain: example.sip.tokyo.twilio.com (alive=false)
2026/05/28 23:53:26 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:26 [scan] streamed subdomain: auth.dev.twilio.com (alive=true)
2026/05/28 23:53:26 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:26 [scan] streamed subdomain: 65b5df2a094cfba4269bddb71c16c274d025b1be.console.dev.twilio.com (alive=false)
2026/05/28 23:53:26 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:26 [scan] streamed subdomain: stage-eu.adaptivemobile.corp.twilio.com (alive=false)
2026/05/28 23:53:27 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:27 [scan] streamed subdomain: eventgw.dev-us1.twilio.com (alive=true)
2026/05/28 23:53:27 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:27 [scan] streamed subdomain: aeuwa08.teams.twilio.com (alive=false)
2026/05/28 23:53:27 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:27 [scan] streamed subdomain: media.ie1.twilio.com (alive=true)
2026/05/28 23:53:27 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:27 [scan] streamed subdomain: 02382f27bf4a4496ee60eac0f558ea1a9622d4d1.console.dev.twilio.com (alive=false)
2026/05/28 23:53:27 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:27 [scan] streamed subdomain: pstn.us2.twilio.com (alive=false)
2026/05/28 23:53:27 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:27 [scan] streamed subdomain: nagios.de1.twilio.com (alive=false)
2026/05/28 23:53:27 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:27 [scan] streamed subdomain: sydney.au1.twilio.com (alive=false)
2026/05/28 23:53:27 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:27 [scan] streamed subdomain: sm-store.prod.twilio.com (alive=true)
2026/05/28 23:53:27 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:27 [scan] streamed subdomain: webhooks.sydney.stage-us1.twilio.com (alive=true)
2026/05/28 23:53:28 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:28 [scan] streamed subdomain: flex.stage.twilio.com (alive=false)
2026/05/28 23:53:28 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:28 [scan] streamed subdomain: dev-use2.ad.corp.twilio.com (alive=false)
2026/05/28 23:53:28 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:28 [scan] streamed subdomain: report-center-leader-1.stage-us1.twilio.com (alive=false)
2026/05/28 23:53:28 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:28 [scan] streamed subdomain: sip.stage-us2.twilio.com (alive=false)
2026/05/28 23:53:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:29 [scan] streamed subdomain: internals-domain.sip.frontline.stage.twilio.com (alive=true)
2026/05/28 23:53:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:29 [scan] streamed subdomain: mlflow.us1.twilio.com (alive=false)
2026/05/28 23:53:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:29 [scan] streamed subdomain: dashboard.backup.waas.corp.twilio.com (alive=false)
2026/05/28 23:53:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:29 [scan] streamed subdomain: previews-edge-plugin-testing-no-versioning.ewh.dev.twilio.com (alive=false)
2026/05/28 23:53:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:29 [scan] streamed subdomain: segmentknowledgenest.twilio.com (alive=true)
2026/05/28 23:53:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:29 [scan] streamed subdomain: ajpya02.teams.twilio.com (alive=false)
2026/05/28 23:53:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:29 [scan] streamed subdomain: mobile-endpoint.stage-us1.twilio.com (alive=false)
2026/05/28 23:53:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:29 [scan] streamed subdomain: wireless-services-tmobile.stage.twilio.com (alive=false)
2026/05/28 23:53:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:29 [scan] streamed subdomain: webhooks.umatilla.ie1.twilio.com (alive=false)
2026/05/28 23:53:30 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:30 [scan] streamed subdomain: webhooks.dublin.stage-us1.twilio.com (alive=false)
2026/05/28 23:53:30 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:30 [scan] streamed subdomain: argocd.corp.twilio.com (alive=false)
2026/05/28 23:53:30 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:30 [scan] streamed subdomain: assets.flex.twilio.com (alive=true)
2026/05/28 23:53:31 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:31 [scan] streamed subdomain: assets.cdn.prod.twilio.com (alive=true)
2026/05/28 23:53:31 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:31 [scan] streamed subdomain: umatilla.stage-us1.twilio.com (alive=false)
2026/05/28 23:53:31 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:31 [scan] streamed subdomain: pstn.frankfurt.twilio.com (alive=false)
2026/05/28 23:53:31 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:31 [scan] streamed subdomain: 86eec0dbf9d8828a1c902d39799bb031e7d43cfa.console.dev.twilio.com (alive=false)
2026/05/28 23:53:32 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:32 [scan] streamed subdomain: employeereferrals.twilio.com (alive=true)
2026/05/28 23:53:32 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:32 [scan] streamed subdomain: sdkgw.stage-us1.twilio.com (alive=true)
2026/05/28 23:53:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:33 [scan] streamed subdomain: nagios-v2.jp1.twilio.com (alive=false)
2026/05/28 23:53:34 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:34 [scan] streamed subdomain: chunderm.us1.gll.twilio.com (alive=false)
2026/05/28 23:53:35 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:35 [scan] streamed subdomain: chunderm.ie1.twilio.com (alive=false)
2026/05/28 23:53:35 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:35 [scan] streamed subdomain: serverless.spire.outside.twilio.com (alive=false)
2026/05/28 23:53:35 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:53:35 [scan] streamed subdomain: snm-emr-gateway.classic.stage-au1.twilio.com (alive=false)
